customer_id,region_id,full_name,date_of_birth,marital_status
4485,5,Paul Collis,1959-03-20,Married
4486,7,Helen Nicholson,1981-06-06,Single
4487,7,Mark Small,1978-05-22,Married
4488,7,Edward Sixtus,1984-02-27,Single
4489,1,Peter Goodwin,2003-11-23,Married
4490,10,Mary Evans-Mitchell,1976-10-11,Single
4491,10,Ivan Moore,2003-07-21,Single
4492,4,Lucy Cook,1998-08-23,Married
4493,6,Michael Fitzgerald,1995-08-05,Married
4494,4,Rachael Barker,1976-07-20,Single
4495,11,Richard Fox,1958-03-18,Single
4496,9,Alison MacKay,1953-03-22,Married
4497,11,Robert Williams,1961-11-06,Single
4498,8,Sebastian Shand,1965-11-05,Single
4499,11,Holly Jensen,1973-12-16,Married
4500,6,Angela Bartlett-Humphrey,1999-03-17,Married
4501,9,Olivia Jones,1967-03-27,Married
4502,5,Gary Ham,1958-12-27,Married
4503,3,Terence Shannon,1999-01-13,Married
4504,11,Deborah Conway,1954-06-13,Single
4505,9,Daniel Phillips,1993-12-20,Single
4506,3,Lisa Wood,1961-05-25,Single
4507,5,Owen Poole,1981-12-26,Single
4508,2,Aria Armstrong,1964-10-17,Married
4509,8,Benjamin Graham,1971-03-09,Single
4510,3,Mark Sutton,1969-03-24,Married
4511,5,Bradley McKay,1971-09-01,Married
4512,9,Amy Stewart-Allan,1961-04-05,Single
4513,3,Christine Anderson,1955-09-17,Single
4514,11,Jessie Christiansen-Duncan,1945-04-01,Single
4515,6,Gary Woolley,1970-08-20,Married
4516,11,Antony Marfell-Williamson,1947-04-23,Married
4517,2,Waimarie Page-Kay,1988-02-12,Married
4518,4,Laura Shailer,1965-04-26,Married
4519,6,Andrew Richards-Jackson,1957-10-14,Married
4520,4,Leanne Martin,1959-06-29,Single
4521,5,Cameron Currie-Grant,2003-04-07,Married
4522,7,Dominic Carter,1963-05-06,Single
4523,6,Kevin Dick,1985-03-19,Single
4524,6,Timothy Bird,1984-01-26,Married
4525,5,Katie Carter,1996-05-21,Married
4526,10,Mary Rutherford-Smith,1956-10-01,Single
4527,5,Laura Davison,1986-09-09,Married
4528,8,Raewyn Pearce,1996-04-07,Single
4529,2,Shane Baker,2001-07-05,Married
4530,8,Laura Rickard,1954-03-03,Single
4531,1,John Lyons,1946-05-18,Single
4532,11,Sally Way,1953-01-31,Single
4533,10,Sarah Simmonds,1997-09-18,Married
4534,10,Daniel Gibb,1985-02-14,Single
4535,10,Susan Allan,1958-12-01,Single
4536,2,Judith Prentice,1979-10-09,Single
4537,8,Daniel Morris,1977-03-31,Married
4538,4,Samuel Scott,1993-10-02,Single
4539,9,Alexis Landon-Lane-Clunies-Ross,1968-09-08,Married
4540,2,Sarah Rowland,1946-07-05,Married
4541,11,Caitlin Stewart,1962-12-06,Married
4542,7,Timothy Brown,2002-08-05,Married
4543,9,Steven Watt,1994-03-18,Married
4544,5,Julie Stewart,1963-03-16,Single
4545,7,Anthony Taylor-Paton,1991-11-06,Single
4546,1,Blake Reid-Knight,1998-01-23,Single
4547,3,Melanie Taylor,1977-10-12,Married
4548,3,Glenys Reader-Bowater,1954-09-29,Single
4549,4,Leslie Smart-Reynolds,1994-12-21,Single
4550,6,Catherine Olsen,1962-05-02,Single
4551,7,Deborah Gray,1950-03-31,Single
4552,10,Robert Edwards-Smith,2001-07-28,Single
4553,8,Christopher Harris,1981-03-28,Single
4554,3,Andrew Jenkins,1980-09-17,Single
4555,6,Nicholas Reid,1977-03-31,Single
4556,3,Levi Ferguson,1989-05-09,Married
4557,2,Tony Simpson,1947-04-28,Married
4558,8,Heather Gifford-Olsen,1999-07-19,Married
4559,6,Archer Price,1972-10-12,Married
4560,11,Amanda Wells-Sullivan,1966-03-25,Single
4561,3,Blair Jensen,1967-08-18,Married
4562,6,Alexander Page,1986-10-21,Single
4563,11,Craig Craig,1989-06-16,Single
4564,1,Christopher Mitchell,1981-09-18,Single
4565,1,Amy Buchanan-Hewitt,1989-07-05,Married
4566,8,Casey Campbell,1999-08-30,Married
4567,5,Sonya Carson,1963-12-09,Married
4568,4,Rochelle Love,1952-06-24,Single
4569,3,Liam Doherty,1949-08-02,Single
4570,10,John Jenkins,1972-08-18,Single
4571,3,Sam Horton,1964-11-16,Married
4572,8,Ian Scott,1971-12-20,Married
4573,2,Hamish Reid,1984-12-03,Married
4574,3,Cameron Perano,1990-02-19,Married
4575,10,Mark Jenkins,2000-12-15,Single
4576,7,Stacey Boyce,1946-06-20,Single
4577,11,Jason Parsons,1966-06-03,Married
4578,7,Timothy Chapman,1950-04-20,Married
4579,7,Madison Stevens,1982-11-06,Single
4580,7,Dylan Larsen,1992-01-09,Married
4581,8,Lauren Thomas-Anderson,1952-02-16,Married
4582,7,Michelle Ryan-McMurray,1984-06-30,Married
4583,1,Roger Butler,1972-06-18,Married
4584,1,Peter Trask-Hewitt,1962-04-21,Single
4585,9,Joanne Booker,1979-11-20,Single
4586,4,Brooklyn Francis,1948-12-06,Single
4587,6,Kirsten Davies,1962-07-17,Married
4588,1,Quinn Davidson,1989-08-30,Married
4589,6,Zion Mitchell,1947-02-22,Single
4590,9,Matthew Sutton-Thompson,1965-05-25,Single
4591,4,James Drake,1996-12-04,Married
4592,1,James Boniface,1987-06-26,Single
4593,11,Riley Montgomery,1963-11-21,Married
4594,1,Justin Knight-Ewart,1947-08-04,Single
4595,11,Brett Stevenson,1980-11-05,Single
4596,4,Emma Edwards,1993-07-18,Married
4597,4,Anthony Evans,1995-07-11,Married
4598,6,Natasha Hudson,2003-11-17,Single
4599,5,Susan Smith,1959-02-04,Married
4600,3,Aaron Smith,1982-04-05,Single
4601,2,Elizabeth Morrison,1993-07-16,Single
4602,7,Elizabeth Mitchell,1945-04-05,Married
4603,9,Kim Gibbs,1983-08-04,Married
4604,10,David O'Connor,1945-02-09,Married
4605,5,Vicki Mann-O'Brien,1996-03-03,Married
4606,3,Ryan Martin,1978-07-31,Single
4607,2,Penelope Greer,1981-02-16,Married
4608,1,Pamela Hoare-Goodwin,1971-05-07,Single
4609,5,Rose Wells,1981-11-26,Married
4610,5,Joanna Lyon,1971-05-15,Married
4611,8,Andrew Blackwell,2000-06-15,Married
4612,9,Emma Cook,1974-07-03,Single
4613,10,Paul Jensen,1975-04-05,Married
4614,9,Kevin Thompson,1951-03-23,Married
4615,6,Linda Gardiner-Carter,1979-01-15,Single
4616,7,Victoria Lewis-Henry,1957-10-19,Married
4617,11,Rodney Costello-Brown,1958-10-10,Single
4618,3,Eli Perry,1975-04-25,Married
4619,6,Tracey Stratford,1961-12-20,Married
4620,8,Stephanie Morgan-Jamieson,1974-12-25,Married
4621,6,Blair Newman,1963-02-06,Married
4622,4,Ross Newton,1981-08-12,Single
4623,3,Catherine Martin,1960-01-27,Married
4624,7,Mackenzie Fulton,1945-01-03,Single
4625,1,Carolyn Tapp,1979-01-04,Married
4626,4,Emily Webb,1954-03-07,Married
4627,4,Robert Lucas,1958-01-15,Single
4628,3,Christopher Monk-Larsen,1975-11-09,Married
4629,4,Garry Hart,1951-05-17,Married
4630,1,Vanessa Newman,1967-07-11,Single
4631,10,Brianna Pedersen,1949-08-28,Married
4632,9,Robert Lambert,1968-06-21,Single
4633,3,Felix Law,1971-12-26,Single
4634,2,Anthony Ball,1959-11-02,Married
4635,6,Jason Smith-Thompson,1983-02-22,Married
4636,11,Casey Thompson,1951-01-14,Married
4637,1,Daniel Craw,1983-07-27,Single
4638,7,Anita Thompson,1946-12-05,Single
4639,11,Vincent McCarthy-Smith,1994-12-23,Single
4640,5,Rachael Bailey,2000-05-20,Married
4641,9,Gerald Forbes-Gaskin,1965-09-19,Single
4642,10,Steven Meads,1973-06-10,Single
4643,1,Jacob Corlett-Mitchell,1950-12-05,Married
4644,10,Aaron Hodson,1995-07-12,Married
4645,1,William Lewis,2002-06-16,Single
4646,11,David Freeman-Grant,1978-05-10,Married
4647,2,Chloe Buckley,1996-06-07,Married
4648,11,Sam Fox,1957-05-27,Married
4649,1,Kaia Buchanan,2002-08-03,Married
4650,1,Toni Procter,1998-03-23,Married
4651,2,Shane Morgan,1950-02-21,Married
4652,7,Stacey Sinclair,1982-01-26,Single
4653,8,Sharon Knight,1987-05-13,Single
4654,7,Karen Williams,1955-10-17,Married
4655,2,Michael Price,1947-06-01,Single
4656,9,Roger Johnston,1983-06-03,Married
4657,5,Xavier Jackson-Davies,1963-06-07,Single
4658,8,Andrew Forbes-Booker,1996-03-26,Married
4659,3,Chantelle Mitchell,1950-11-04,Married
4660,4,Sarah Holmes,1996-01-19,Married
4661,11,Hudson Stevenson,1956-08-21,Married
4662,11,Michelle Murphy,1964-03-11,Married
4663,1,Reuben Harris,1993-04-06,Single
4664,5,Rebecca Hayward,1950-05-25,Single
4665,7,John Smith,1990-06-08,Single
4666,11,George Wells,1984-11-09,Married
4667,2,Sophie Brooks,1957-02-04,Married
4668,11,Kevin Murphy,1999-06-19,Single
4669,9,Amanda O'Connor,1962-08-08,Married
4670,5,Harrison Harris,1951-10-15,Single
4671,10,Benjamin McPherson,1970-03-07,Married
4672,10,Michael Murphy,1999-07-08,Married
4673,3,David Anderson,1993-02-15,Single
4674,7,George MacKay,1980-11-07,Married
4675,2,Ryan Green,1954-08-12,Married
4676,9,Janice Tanner,1958-09-20,Married
4677,10,Wiremu Cameron,1985-05-25,Married
4678,2,Sarah Munro,1948-04-19,Single
4679,5,Roman Anderson,1945-10-30,Married
4680,2,Thomas Shaw-Thomas,1952-03-16,Married
4681,2,Piper Bradley,1976-09-07,Single
4682,8,Jessica Ellery,1952-01-27,Single
4683,4,Stacey Hart,1969-01-27,Single
4684,10,Zoe Cairns-Short,1962-07-06,Single
4685,4,Melissa Furness-Burgess,2000-10-30,Married
4686,5,Sienna Blackwell,1987-09-18,Single
4687,9,Daniel Davidson,1960-02-20,Married
4688,4,Cheryl Campbell,1977-02-01,Married
4689,6,Kristy MacPherson,1975-02-13,Married
4690,7,Jonathan Craven,1985-09-03,Single
4691,5,Paul Weston,1973-03-16,Single
4692,3,Amanda Paton,1952-06-27,Married
4693,1,Karen O'Keefe-Stewart,1958-09-24,Single
4694,9,Sophie Forrest-Tanner,1962-01-12,Single
4695,8,Rebecca Pearson,1977-12-11,Single
4696,4,Andrew Aitken,1983-01-06,Married
4697,8,Connor Morris,1945-12-11,Married
4698,6,Jacqueline Clarke,2003-12-09,Single
4699,4,Adrian Stuart,1990-06-19,Single
4700,1,Robert Martin,2004-07-25,Married
4701,1,Christopher Edmonds,1971-07-08,Married
4702,11,Robert O'Brien,1990-06-13,Single
4703,2,Lily Hopkins,1962-08-05,Single
4704,2,Alison Reeves,1991-05-11,Married
4705,10,Anika Healy,1952-12-26,Single
4706,11,Shannon Mortimer-O'Sullivan,1995-11-14,Married
4707,8,Graeme Bush,2002-01-02,Married
4708,3,Ryan Gordon-Smith,1945-08-02,Married
4709,2,Ian Meredith,2000-04-12,Married
4710,9,Rebecca Rickard,1955-08-01,Single
4711,2,Oscar Dillon,1987-02-14,Married
4712,2,Mark McKay,2003-02-18,Single
4713,5,Angelina Smith,1965-06-11,Married
4714,11,Madison Dobson,2000-04-29,Married
4715,4,Sharon Jones,1951-10-19,Married
4716,8,Jack Parkes,1996-11-23,Married
4717,5,Mahi Hooper,1972-06-10,Single
4718,5,David MacPherson,1986-09-29,Single
4719,8,George Scott,1945-02-22,Married
4720,1,Ryan Burrell,1963-09-21,Married
4721,2,Emily Esson,1978-04-25,Single
4722,3,Robyn Bond-Campbell,1977-01-30,Single
4723,1,Heather McKinnon,2003-09-28,Married
4724,5,Levi Williams,1975-06-27,Married
4725,6,Samantha Stewart,1985-03-27,Single
4726,11,Katie Harris-Price,1955-06-18,Married
4727,6,Raymond Hayes,1976-05-11,Married
4728,7,Peter Smith,1965-01-18,Married
4729,2,Rachel Cunningham,1970-02-04,Married
4730,2,Jason Page-Turner,1969-04-19,Single
4731,1,Ava Lloyd,1949-02-02,Married
4732,1,Brooke Gill,1962-11-13,Single
4733,3,Kylie Spencer,1960-07-28,Single
4734,11,Daniel Hamilton,1965-10-24,Single
4735,11,Alice Edwards,1975-01-11,Married
4736,3,Scott Brooks,1966-12-31,Married
4737,6,Michelle Gill,1955-12-15,Single
4738,6,Grant McGill,1971-10-09,Single
4739,8,Jennifer Moore,1975-08-12,Single
4740,10,Kerry Stevens,1948-01-15,Married
4741,5,Joanne Martin,1975-03-27,Single
4742,2,Natalie Turner,1949-07-13,Single
4743,6,Tyler Wood,1982-04-03,Single
4744,6,Jessica Martin,1986-01-06,Married
4745,3,Steven Kelly,1979-03-23,Married
4746,2,Andrea York-Pike,1999-03-10,Single
4747,7,Tania McLeod,1971-09-13,Married
4748,7,Cody Pike,1998-01-08,Single
4749,8,Dennis Matthews,1946-08-29,Married
4750,5,Tracey Holmes,1954-10-13,Single
4751,7,Mark Hubbard,1967-03-17,Single
4752,8,Joanne Russell,1945-07-13,Single
4753,7,Nicholas Eden,1972-12-06,Married
4754,11,Peter Kerr,1976-06-18,Single
4755,3,Helen Hart,2002-10-23,Single
4756,2,Nicole Smith-Manson,1980-10-15,Married
4757,3,Scott Sullivan,2003-06-23,Married
4758,1,John Wood,1948-12-27,Married
4759,3,Cody Alexander,1977-09-27,Single
4760,2,Raymond Potter,2001-06-03,Married
4761,7,Joanna Campbell,1978-05-26,Married
4762,10,Cheryl Craven,1955-08-28,Married
4763,8,Jade McKay,2001-11-24,Single
4764,10,Lorraine Mason,1970-06-08,Single
4765,11,Samuel Robert,1945-06-19,Married
4766,8,Sharon Henderson-Anderson,1957-03-11,Married
4767,3,Tia Rossiter,1999-01-04,Single
4768,10,Blair Montgomery,1963-01-15,Single
4769,7,Emma Laurenson,1949-01-18,Married
4770,6,Amanda Brown,1976-07-17,Married
4771,10,Timothy Best,1950-05-26,Single
4772,1,Jesse Craig,1968-03-26,Married
4773,11,Troy Morrison,1958-06-04,Single
4774,3,Jamie Holland,1962-03-15,Married
4775,8,Louise Rees,2003-08-29,Married
4776,8,Lucas Maxwell,1974-05-31,Single
4777,2,Aimee Cook,1983-03-26,Married
4778,7,Rachel Webb,1949-01-26,Married
4779,8,Maria Andrew,1982-05-12,Married
4780,1,Oliver Cook,1986-01-30,Married
4781,2,John Hart,1996-07-08,Married
4782,5,Leo Thompson,1983-11-23,Single
4783,11,Diane Waugh,1965-03-29,Married
4784,6,Sandra Taylor-Lowe,1993-10-29,Single
4785,1,Jenna Hughes,1956-08-11,Married
4786,11,Liam Johnston,1958-11-28,Single
4787,9,Emily Simonsen,1984-10-31,Single
4788,10,John Smith,2003-05-25,Married
4789,10,Georgia Smith,1995-11-05,Single
4790,4,Rachel Gilbert,1946-05-29,Single
4791,11,Levi Costello,1951-12-17,Married
4792,6,Martin Evans,1997-06-10,Single
4793,9,Rebecca Ewart,2000-04-24,Married
4794,9,Amber Carter-Osborne,1947-04-14,Married
4795,10,Christopher Hart,1958-01-09,Single
4796,2,Christopher Toms,1961-07-31,Married
4797,7,Andrew Dobson,1989-04-18,Married
4798,11,Sharon Taylor,1986-12-31,Married
4799,4,Nikora Morris,1999-02-11,Single
4800,8,David O'Connor,1979-04-01,Single
4801,6,Evelyn North,1987-05-19,Single
4802,11,Craig Bell,2002-10-04,Married
4803,11,Tania Gibbons,1953-12-06,Married
4804,11,Amanda McMillan,1995-04-26,Married
4805,7,Brian Manson,1998-08-07,Single
4806,3,Benjamin Bruce-Taylor,1998-01-05,Married
4807,9,Jasmine Gillespie-Watt,1986-10-07,Married
4808,10,Brett Jensen,1978-09-17,Married
4809,1,Bailey Lloyd,1984-12-10,Married
4810,1,Christopher Fairhall-Gill,1985-06-10,Married
4811,11,Michael Rose-Carpenter,1968-03-12,Single
4812,3,Mark Henderson,1975-04-21,Single
4813,9,Blake Richards,1994-02-06,Married
4814,8,Tyler Bond,1963-08-01,Married
4815,8,Catherine Rowlands,1987-10-09,Single
4816,3,Jacob Baldick-Turner,1946-08-29,Married
4817,2,Bronwyn Dawick,1960-06-26,Single
4818,8,Luke Hart,1995-05-31,Married
4819,6,Glenn Martin-Taylor,1956-03-29,Single
4820,4,Anthony Robb,2003-06-16,Single
4821,6,Alexandra Scott,1959-03-19,Married
4822,5,Brad O'Neill,1965-04-24,Single
4823,1,Kelvin Gardner,1985-03-02,Married
4824,9,Derek Rodgers,1953-07-24,Single
4825,4,Shane Simpson-Scott,1982-01-13,Married
4826,9,Michael Knowles-Jordan,1981-08-28,Married
4827,11,Christine Laing-Smith,1997-06-10,Married
4828,7,Kathryn Kelly,1988-01-29,Single
4829,7,Danielle Wood-Baker,1956-07-05,Married
4830,4,Kaia Wilton-Scott,2004-04-23,Single
4831,2,Christopher Smart,1981-11-15,Single
4832,8,William Morgan-Gilmore,1967-08-18,Single
4833,8,Robyn Lucas,1980-10-23,Single
4834,10,Samuel Douglas,1997-08-28,Single
4835,8,Nikita Sullivan,1972-06-16,Married
4836,2,Peter Roberts,1977-09-30,Married
4837,8,Rebecca Price-Broughan,2003-08-10,Married
4838,8,Paula Williams,1984-10-12,Single
4839,6,Lindsay Hansen,2004-02-08,Married
4840,2,Phillip Elliott,1968-12-05,Married
4841,8,Chloe Gilmore,1965-05-03,Single
4842,11,Liam McDonald,1996-09-05,Single
4843,1,Michael Scott,1956-06-19,Married
4844,2,Timothy Thompson,1983-09-13,Married
4845,7,Martin Caldwell,1986-02-18,Single
4846,7,Jeanette Manson,1975-02-07,Single
4847,1,James Smith,2001-06-25,Married
4848,9,William Price,1958-02-22,Married
4849,9,Jonathan Morris,1947-08-10,Married
4850,1,Matthew Jones,1996-08-31,Married
4851,2,Destiny Gardiner-Ward,1987-01-24,Married
4852,10,Christopher Potter,1951-04-21,Married
4853,10,Diane Rees-Dillon,1973-07-02,Married
4854,11,Cassandra Fuller,1947-06-20,Married
4855,5,Erin Mitchell,1991-07-20,Married
4856,9,Sarah Taylor,1974-08-06,Single
4857,9,Erin Tucker,1993-06-19,Married
4858,4,Adrian Webb,1976-06-09,Married
4859,11,Dylan Scott,2001-02-24,Married
4860,11,Shane Johansen,1958-12-02,Married
4861,8,Brenda Alexander,1998-11-12,Married
4862,6,Ethan Scott-Coleman,1954-04-08,Single
4863,6,Jake Morgan,2000-07-14,Married
4864,1,Thomas Davis,1957-02-02,Married
4865,4,Michelle Gordon,1969-07-25,Single
4866,8,Summer Wheeler,1973-08-24,Single
4867,6,Robert Holmes,1957-03-08,Single
4868,9,Ryan Bruce,1999-12-22,Single
4869,10,Harper Harrison,1979-09-29,Married
4870,10,Alison Thompson,2002-07-08,Single
4871,8,Maria McDonald-Stevens,1957-05-14,Single
4872,11,Felix Cook,1965-11-12,Married
4873,6,Barry Holdaway-Cook,1968-06-06,Married
4874,8,Rosemary Kerr,1971-05-20,Married
4875,2,Joel Manning-Smith,1969-05-10,Single
4876,2,Jacqueline Bailey,2002-03-26,Married
4877,11,Jared Sutton,1964-01-17,Single
4878,4,Christina Pickering,1994-11-16,Single
4879,1,Anthony Smith-Toms,1985-06-18,Single
4880,6,Joshua Wells,1966-03-24,Married
4881,6,Clinton Olsen-Murphy,1966-10-17,Single
4882,11,Madison O'Keefe-Anderson,1998-01-29,Single
4883,5,Laura Allen,1974-01-04,Married
4884,9,Joseph Nicol-Perry,1951-04-26,Married
4885,9,John Steer,1980-06-28,Married
4886,6,Daniel Taylor-Ireland,1950-07-14,Married
4887,2,Sarah Botham,1968-11-04,Single
4888,1,Steven Johnstone-Stewart,2004-08-06,Married
4889,3,James Broughan,1998-02-26,Married
4890,8,Michelle Funnell,1950-11-10,Married
4891,3,Sandra Mears,1983-10-21,Single
4892,7,Charles Shaw,1992-04-11,Married
4893,2,Sarah Smith-Pope,1967-09-11,Married
4894,5,Melissa Stubbs,1971-02-18,Married
4895,10,Zane O'Sullivan-Wratt,1974-01-31,Married
4896,4,Susan Adams,1961-10-21,Married
4897,4,Thomas Gibbons-Jensen,1946-10-09,Single
4898,2,Melanie Dawson,1946-06-12,Married
4899,7,Nicola Lang,1953-02-10,Married
4900,4,Connor Edwards,1972-11-07,Single
4901,8,Melanie Terry-Bishop,1997-05-27,Single
4902,4,Kelly McCallum,1967-04-29,Single
4903,6,Rachel Lawson,1999-12-09,Married
4904,2,Karen Cameron,1973-02-24,Married
4905,7,Nicholas Evans-Pickering,1986-12-24,Married
4906,1,Kaia Smith,2002-05-09,Single
4907,11,Shannon Franklin,1988-04-06,Married
4908,11,Caroline Laurenson-Pike,1948-12-03,Married
4909,10,Jill Jordan,1950-03-22,Married
4910,2,Natalie Saunders,1972-08-20,Single
4911,8,Corey Taylor,1949-09-04,Married
4912,8,Mark Boniface,2004-10-16,Married
4913,11,Colleen Dobson,1984-06-28,Married
4914,10,Sarah Williams,1983-06-29,Married
4915,9,Joseph McGregor,1973-06-03,Single
4916,3,Wendy Hook,1997-07-04,Single
4917,8,Aria Drake,1945-05-06,Married
4918,1,Sandra Lewis,1962-10-15,Single
4919,9,Lucy Hart,1958-12-19,Married
4920,1,Laura Nicholas-Baker,1950-11-09,Single
4921,9,William Johnston,1988-06-18,Single
4922,7,Brent Lucas,1983-06-02,Single
4923,10,Julie Farland,1985-09-05,Single
4924,8,Matthew Sheridan,1974-10-26,Married
4925,9,Isaac Hume,1981-01-11,Married
4926,3,David Lancaster-Hudson,1963-11-05,Married
4927,10,Ross Hickey,1998-03-14,Single
4928,3,John Atkinson,1973-02-14,Single
4929,3,Shelley Smith,1988-01-28,Single
4930,2,Murray O'Donnell-Larsen,1988-11-01,Married
4931,7,Shirley Holloway-Blackwell,1951-12-08,Single
4932,11,Stephen Field-Barr,1954-08-03,Married
4933,10,Aroha Smith,1975-06-21,Single
4934,10,Brent Taylor,1985-09-12,Single
4935,6,Mary Jones,2004-10-20,Married
4936,9,Alexander Hills,1947-01-26,Married
4937,7,John Jamieson,1980-11-27,Single
4938,7,Tracy Newman-Stuart,1997-05-10,Married
4939,10,Scott Webb-Gibb,1989-11-17,Married
4940,4,Catherine Allan,1984-05-12,Married
4941,5,Christine Nicol-Peters,1950-12-22,Married
4942,7,Lauren Grant,1985-03-28,Married
4943,6,Paul Hewitt,1971-02-14,Single
4944,5,Robert O'Connor,1953-12-10,Married
4945,8,Amber Stewart,1946-01-26,Married
4946,3,Bronwyn Taylor-Conway,1956-11-08,Married
4947,3,Nathan Funnell,1964-01-10,Married
4948,7,Graham MacKenzie,1987-10-26,Married
4949,10,Michael Graham,1980-06-12,Single
4950,9,Susan Williams,1945-09-04,Single
4951,5,Ross Monk-Turner,1955-12-23,Single
4952,9,Debra Nelson,1984-10-11,Single
4953,6,Wayne Holland,1961-11-07,Married
4954,9,Liam Roberts,1975-08-24,Married
4955,11,David Duncan,1996-09-19,Married
4956,4,Caleb Avery,1961-06-01,Single
4957,4,Carol Blair,1991-11-12,Married
4958,4,Hayden Bailey,1996-12-04,Married
4959,10,Joshua Williams-Elliott,1974-11-05,Married
4960,5,Nicholas Gaskin-Rowland,2001-03-18,Married
4961,11,Scott Beard-Hayward,1953-01-07,Single
4962,6,Julie Hodson-Pope,1963-09-29,Married
4963,11,Jessica Love,1953-08-01,Single
4964,3,Amelia Jamieson,1976-06-23,Married
4965,11,Wendy Sinclair-Nielsen,1953-09-24,Single
4966,3,Grace Pollard-Eglinton,2003-02-19,Married
4967,9,Caleb Jones,1962-05-23,Single
4968,9,Kimberley Edwards-Batchelar,1983-04-16,Married
4969,11,Adam Pedersen,1949-11-16,Single
4970,6,Lucy Gray-Rickard,1970-08-01,Single
4971,2,Suzanne Huddleston-Fitzgerald,1955-06-07,Single
4972,6,Robyn Sowman-Parker,1966-09-30,Single
4973,9,Patricia Jeffries,1972-02-20,Single
4974,8,Karen Cresswell,1986-07-03,Single
4975,10,Tania Nicholson,1965-06-03,Married
4976,10,Dean Hansen,1980-07-15,Married
4977,11,Samantha Scott-Ward,1980-11-07,Married
4978,7,Zachary Waters,1955-06-18,Single
4979,11,Alexandra Smith,1949-06-15,Married
4980,9,Andrew Meredith-Hooper,1972-01-28,Married
4981,5,Paige Dyer-Thornton,1965-09-06,Married
4982,7,Seth Pearce,1994-09-06,Single
4983,1,Daniel Campbell,1958-10-27,Single
4984,9,Katie Simpson-Bright,1981-12-02,Single
4985,2,Allan Andrew,1974-07-08,Single
4986,1,Sarah Gill,1955-10-21,Single
4987,7,Gary Smith,1987-03-13,Single
4988,3,Andrew Henderson,1967-11-08,Single
4989,1,Luke Fuller,1973-12-17,Married
4990,11,Tracey Harris-Croad,1982-12-13,Married
4991,1,Brooke Baird,2001-03-24,Single
4992,4,Tanya Meredith,1947-03-29,Single
4993,5,Jennifer Stewart,1945-03-23,Single
4994,3,Michelle Jensen,1945-02-13,Married
4995,5,Jessica Harris-Berry,1983-11-05,Single
4996,11,Charlotte Blair,1994-10-12,Married
4997,5,Sean Smith-Parker,1965-11-05,Single
4998,3,Brian Bell-Bailey,1949-11-13,Single
4999,1,Jordan Gore,2002-10-20,Single
5000,5,Adam Holdaway,1978-09-03,Married
5001,4,Ashton Cairns,1968-09-20,Married
5002,9,Jared Conway,1996-10-08,Married
5003,1,William Moore,1967-08-17,Single
5004,6,Maddison Brown-Ward,1977-11-19,Single
5005,8,John McDonald,1994-09-23,Married
5006,2,Sean Lewis-Hopkins,1964-06-07,Married
5007,10,Aaliyah Knight-Kelly,1975-02-20,Single
5008,11,Jessica Jackson,1960-04-10,Single
5009,9,Timothy Hewitt,1992-01-04,Married
5010,4,Hannah Walsh,1986-04-29,Single
5011,11,Mary McManaway,1991-10-02,Married
5012,9,Aria Dillon,1989-09-01,Single
5013,7,Lynette Williams,1968-11-10,Married
5014,4,William Anderson,2000-04-26,Married
5015,9,Rose Allan,1968-05-11,Married
5016,5,Pauline Miles,1999-11-24,Married
5017,11,Susan Ford,1963-05-22,Married
5018,1,Jasmine Barnes-Davey,1952-11-21,Single
5019,7,Michael Simmonds,1945-02-10,Married
5020,7,Adam Jensen-Laurenson,1945-10-15,Married
5021,7,Gordon Davies-Atkinson,1946-03-07,Single
5022,11,Matthew Caldwell,1982-01-30,Single
5023,6,Benjamin Atkinson,1991-04-09,Married
5024,9,Janet Griffin-Fulton,1995-03-07,Married
5025,1,David Richards,2000-10-13,Single
5026,1,Jennifer Jarvis,1987-09-09,Single
5027,5,Mitchell Elliott,1945-10-11,Single
5028,4,Hannah Griffiths,1967-12-05,Married
5029,10,Eva Coleman,1985-10-12,Married
5030,8,Paul Larsen,1973-05-05,Married
5031,4,Andrew McDonald,1976-10-21,Married
5032,11,Sean Brooks-Allan,1948-07-25,Married
5033,11,Kathleen McCallum,1986-02-09,Single
5034,6,Miriama Jones,1956-05-17,Single
5035,10,Mathew Bishop,1981-09-25,Married
5036,9,Shaun Williams-Ward,2003-03-11,Single
5037,10,Jane Scott,1981-06-25,Married
5038,4,Heather Jones,1956-01-09,Married
5039,4,Corey Campbell,1985-05-08,Married
5040,5,Amber Farland,1999-04-14,Single
5041,8,Carter Davies,1985-10-20,Single
5042,3,Jonathan Moody,1969-08-28,Single
5043,11,Gary Hawkins-Twidle,1948-10-15,Single
5044,2,Thomas Strawbridge,1950-05-15,Single
5045,3,Fletcher Mears,2000-12-04,Single
5046,3,Heather Jensen-Knight,2004-07-27,Single
5047,9,Tui Stewart,1972-08-28,Single
5048,2,Grant Horton,1970-07-06,Married
5049,7,Donna Smith,1995-11-26,Married
5050,1,Peter Stevens,1953-10-04,Married
5051,7,Samantha Gillespie,1945-05-02,Married
5052,5,Kim Jones,2000-03-24,Married
5053,9,Eden Black,1961-03-05,Married
5054,5,Jack Stewart,1981-01-21,Single
5055,3,Michael Wilton,2001-12-01,Single
5056,3,Leanne Campbell-Gleeson,1984-11-07,Married
5057,10,Bridget Evans-Wills,1961-01-28,Married
5058,5,Cameron Martin,1986-04-29,Single
